id,transaction_id,date,customer_id,product_id,quantity,total_revenue
169,TXN-100168,2023-10-25,CUST-5690,PROD-1027,4,2770.64
170,TXN-100169,2023-10-10,CUST-6992,PROD-1105,2,1313.26
171,TXN-100170,2023-11-22,CUST-6117,PROD-1000,4,1226.28
172,TXN-100171,2023-10-19,CUST-5966,PROD-1100,1,706.86
173,TXN-100172,2023-10-27,CUST-5164,PROD-1000,2,613.14
174,TXN-100173,2023-11-14,CUST-8463,PROD-1080,1,114.34
175,TXN-100174,2023-12-30,CUST-5592,PROD-1015,1,509.11
176,TXN-100175,2023-11-13,CUST-6989,PROD-1071,2,405.5
177,TXN-100176,2023-11-12,CUST-7288,PROD-1010,2,1219.86
178,TXN-100177,2023-11-18,CUST-6524,PROD-1114,2,1477.12
179,TXN-100178,2023-12-17,CUST-5661,PROD-1060,2,1243.32
180,TXN-100179,2023-12-09,CUST-5079,PROD-1078,4,853.36
181,TXN-100180,2023-12-28,CUST-5173,PROD-1073,5,1180.3
182,TXN-100181,2023-12-08,CUST-7633,PROD-1031,3,1554.48
183,TXN-100182,2023-12-07,CUST-8199,PROD-1090,4,629.52
184,TXN-100183,2023-11-30,CUST-7028,PROD-1069,5,1764.8
185,TXN-100184,2023-12-31,CUST-6313,PROD-1054,3,1781.28
186,TXN-100185,2023-10-05,CUST-5737,PROD-1053,2,1359.02
187,TXN-100186,2023-12-11,CUST-5848,PROD-1031,3,1554.48
188,TXN-100187,2023-11-06,CUST-5655,PROD-1089,2,199.82
189,TXN-100188,2023-11-08,CUST-6805,PROD-1012,4,1410.32
190,TXN-100189,2023-11-06,CUST-7229,PROD-1096,5,2295.75
191,TXN-100190,2023-11-12,CUST-7372,PROD-1000,3,919.71
192,TXN-100191,2023-10-08,CUST-8152,PROD-1106,4,1760.52
193,TXN-100192,2023-10-15,CUST-8328,PROD-1000,4,1226.28
194,TXN-100193,2023-11-25,CUST-7818,PROD-1114,3,2215.68
195,TXN-100194,2023-12-14,CUST-6450,PROD-1066,4,1736.84
196,TXN-100195,2023-12-22,CUST-7173,PROD-1044,2,117.42
197,TXN-100196,2023-10-28,CUST-8375,PROD-1089,5,499.55
198,TXN-100197,2023-11-12,CUST-7209,PROD-1017,1,428.7
199,TXN-100198,2023-11-17,CUST-8182,PROD-1013,4,2269.92
200,TXN-100199,2023-12-26,CUST-5275,PROD-1055,4,626.52
201,TXN-100200,2023-12-08,CUST-6427,PROD-1111,4,2291.48
202,TXN-100201,2023-11-25,CUST-6375,PROD-1065,4,777.04
203,TXN-100202,2023-10-20,CUST-5549,PROD-1010,2,1219.86
204,TXN-100203,2023-10-30,CUST-7275,PROD-1055,1,156.63
205,TXN-100204,2023-12-27,CUST-7180,PROD-1107,3,871.86
206,TXN-100205,2023-12-31,CUST-8404,PROD-1079,1,519.98
207,TXN-100206,2023-10-10,CUST-6976,PROD-1027,2,1385.32
208,TXN-100207,2023-12-31,CUST-8193,PROD-1060,2,1243.32
209,TXN-100208,2023-11-21,CUST-5681,PROD-1113,1,540.34
210,TXN-100209,2023-10-11,CUST-6893,PROD-1104,2,585.58
211,TXN-100210,2023-10-31,CUST-6827,PROD-1086,1,697.64
212,TXN-100211,2023-11-14,CUST-6467,PROD-1014,1,51.68
213,TXN-100212,2023-10-15,CUST-5484,PROD-1055,3,469.89
214,TXN-100213,2023-12-23,CUST-7729,PROD-1061,2,1573.86
215,TXN-100214,2023-11-13,CUST-5723,PROD-1091,2,381.4
216,TXN-100215,2023-10-30,CUST-6761,PROD-1067,3,2107.59
217,TXN-100216,2023-10-08,CUST-5739,PROD-1095,2,533.72
218,TXN-100217,2023-12-30,CUST-7896,PROD-1105,1,656.63
219,TXN-100218,2023-11-24,CUST-8062,PROD-1059,1,142.33
220,TXN-100219,2023-12-21,CUST-7345,PROD-1049,4,2941.2
221,TXN-100220,2023-10-23,CUST-5961,PROD-1095,3,800.58
222,TXN-100221,2023-10-05,CUST-5140,PROD-1036,5,2463.55
223,TXN-100222,2023-10-21,CUST-6211,PROD-1023,1,54.43
224,TXN-100223,2023-12-30,CUST-5505,PROD-1003,3,1576.92
225,TXN-100224,2023-11-02,CUST-7020,PROD-1034,4,1605.6
226,TXN-100225,2023-11-10,CUST-6490,PROD-1093,3,2140.17
227,TXN-100226,2023-11-13,CUST-6757,PROD-1025,4,3159.08
228,TXN-100227,2023-10-08,CUST-6703,PROD-1025,4,3159.08
229,TXN-100228,2023-11-17,CUST-5919,PROD-1108,5,3279.3
230,TXN-100229,2023-11-09,CUST-5752,PROD-1006,2,1305.36
231,TXN-100230,2023-12-08,CUST-7485,PROD-1112,5,842.2
232,TXN-100231,2023-12-14,CUST-5414,PROD-1008,3,1153.95
233,TXN-100232,2023-12-26,CUST-6606,PROD-1102,4,465.56
234,TXN-100233,2023-12-15,CUST-5593,PROD-1034,4,1605.6
235,TXN-100234,2023-11-21,CUST-5855,PROD-1063,2,523.02
236,TXN-100235,2023-10-08,CUST-7478,PROD-1089,3,299.73
237,TXN-100236,2023-12-31,CUST-7956,PROD-1070,1,142.86
238,TXN-100237,2023-12-18,CUST-8321,PROD-1107,5,1453.1
239,TXN-100238,2023-11-08,CUST-5649,PROD-1006,4,2610.72
240,TXN-100239,2023-12-08,CUST-7803,PROD-1070,4,571.44
241,TXN-100240,2023-11-04,CUST-6063,PROD-1008,4,1538.6
242,TXN-100241,2023-10-27,CUST-5561,PROD-1107,5,1453.1
243,TXN-100242,2023-11-13,CUST-8156,PROD-1001,3,657.96
244,TXN-100243,2023-10-18,CUST-6253,PROD-1051,3,2381.79
245,TXN-100244,2023-12-01,CUST-6530,PROD-1064,2,1315.48
246,TXN-100245,2023-10-01,CUST-7250,PROD-1105,3,1969.89
247,TXN-100246,2023-12-07,CUST-7372,PROD-1077,1,348.12
248,TXN-100247,2023-11-29,CUST-7628,PROD-1036,3,1478.13
249,TXN-100248,2023-10-23,CUST-5454,PROD-1039,1,180.33
250,TXN-100249,2023-11-07,CUST-7635,PROD-1099,5,2294.9
251,TXN-100250,2023-11-10,CUST-5881,PROD-1013,3,1702.44
252,TXN-100251,2023-12-27,CUST-5713,PROD-1054,5,2968.8
253,TXN-100252,2023-10-31,CUST-8449,PROD-1108,3,1967.58
254,TXN-100253,2023-12-06,CUST-6817,PROD-1060,3,1864.98
255,TXN-100254,2023-10-02,CUST-5388,PROD-1030,4,2748.52
256,TXN-100255,2023-12-25,CUST-5992,PROD-1076,4,184.44
257,TXN-100256,2023-10-05,CUST-5968,PROD-1034,1,401.4
258,TXN-100257,2023-11-27,CUST-5233,PROD-1099,4,1835.92
259,TXN-100258,2023-12-30,CUST-8441,PROD-1051,1,793.93
260,TXN-100259,2023-12-20,CUST-5036,PROD-1092,3,340.92
261,TXN-100260,2023-12-27,CUST-5196,PROD-1014,1,51.68
262,TXN-100261,2023-11-10,CUST-6977,PROD-1084,1,392.67
263,TXN-100262,2023-11-03,CUST-6354,PROD-1105,4,2626.52
264,TXN-100263,2023-11-24,CUST-7982,PROD-1091,2,381.4
265,TXN-100264,2023-12-26,CUST-5603,PROD-1051,3,2381.79
266,TXN-100265,2023-10-03,CUST-7433,PROD-1055,5,783.15
267,TXN-100266,2023-11-22,CUST-7666,PROD-1003,5,2628.2
268,TXN-100267,2023-10-05,CUST-6948,PROD-1094,1,71.79
269,TXN-100268,2023-10-14,CUST-5806,PROD-1098,4,1218.6
270,TXN-100269,2023-11-26,CUST-8263,PROD-1082,4,2962.92
271,TXN-100270,2023-10-02,CUST-8468,PROD-1030,3,2061.39
272,TXN-100271,2023-10-03,CUST-6876,PROD-1012,5,1762.9
273,TXN-100272,2023-11-04,CUST-7238,PROD-1002,4,2520.16
274,TXN-100273,2023-10-01,CUST-5691,PROD-1102,5,581.95
275,TXN-100274,2023-10-02,CUST-5155,PROD-1013,4,2269.92
276,TXN-100275,2023-10-29,CUST-8400,PROD-1004,4,1581.4
277,TXN-100276,2023-12-24,CUST-6180,PROD-1085,5,952.7
278,TXN-100277,2023-11-19,CUST-5170,PROD-1106,5,2200.65
279,TXN-100278,2023-10-18,CUST-6779,PROD-1005,3,471.39
280,TXN-100279,2023-11-16,CUST-7365,PROD-1004,1,395.35
281,TXN-100280,2023-12-13,CUST-7794,PROD-1077,1,348.12
282,TXN-100281,2023-10-28,CUST-5156,PROD-1083,3,1824.66
283,TXN-100282,2023-11-30,CUST-7207,PROD-1095,5,1334.3
284,TXN-100283,2023-12-31,CUST-6325,PROD-1010,5,3049.65
285,TXN-100284,2023-12-13,CUST-8201,PROD-1081,4,2739.4
286,TXN-100285,2023-12-25,CUST-6629,PROD-1114,3,2215.68
287,TXN-100286,2023-12-07,CUST-5645,PROD-1046,3,1522.47
288,TXN-100287,2023-10-30,CUST-6170,PROD-1074,5,1044.15
289,TXN-100288,2023-12-29,CUST-6658,PROD-1060,4,2486.64
290,TXN-100289,2023-12-28,CUST-5569,PROD-1046,5,2537.45
291,TXN-100290,2023-11-11,CUST-7209,PROD-1014,2,103.36
292,TXN-100291,2023-12-02,CUST-5725,PROD-1093,1,713.39
293,TXN-100292,2023-12-01,CUST-5679,PROD-1019,4,3186.96
294,TXN-100293,2023-11-23,CUST-7416,PROD-1011,1,385.94
295,TXN-100294,2023-10-09,CUST-5086,PROD-1042,3,601.65
296,TXN-100295,2023-11-16,CUST-5202,PROD-1054,5,2968.8
297,TXN-100296,2023-12-22,CUST-7245,PROD-1049,5,3676.5
298,TXN-100297,2023-12-20,CUST-7954,PROD-1018,5,3777.2
299,TXN-100298,2023-11-15,CUST-5308,PROD-1030,2,1374.26
300,TXN-100299,2023-10-23,CUST-5071,PROD-1080,1,114.34
301,TXN-100300,2023-11-04,CUST-8077,PROD-1083,1,608.22
302,TXN-100301,2023-11-07,CUST-6649,PROD-1065,5,971.3
303,TXN-100302,2023-10-14,CUST-5594,PROD-1033,4,1511.68
304,TXN-100303,2023-11-25,CUST-6946,PROD-1110,3,2020.29
305,TXN-100304,2023-12-25,CUST-6987,PROD-1032,4,303.08
306,TXN-100305,2023-12-15,CUST-7897,PROD-1098,3,913.95
307,TXN-100306,2023-11-09,CUST-7001,PROD-1036,3,1478.13
308,TXN-100307,2023-11-09,CUST-7386,PROD-1001,4,877.28
309,TXN-100308,2023-12-21,CUST-7501,PROD-1016,3,712.47
310,TXN-100309,2023-10-27,CUST-6053,PROD-1080,5,571.7
311,TXN-100310,2023-11-30,CUST-8000,PROD-1058,1,346.36
312,TXN-100311,2023-11-24,CUST-7240,PROD-1090,5,786.9
313,TXN-100312,2023-12-31,CUST-7313,PROD-1050,2,339.04
314,TXN-100313,2023-11-15,CUST-7516,PROD-1003,3,1576.92
315,TXN-100314,2023-10-13,CUST-8243,PROD-1074,5,1044.15
316,TXN-100315,2023-12-18,CUST-6267,PROD-1002,5,3150.2
317,TXN-100316,2023-10-04,CUST-6489,PROD-1019,4,3186.96
318,TXN-100317,2023-10-27,CUST-5178,PROD-1013,2,1134.96
319,TXN-100318,2023-10-16,CUST-7090,PROD-1078,1,213.34
320,TXN-100319,2023-10-12,CUST-6709,PROD-1011,5,1929.7
321,TXN-100320,2023-10-27,CUST-5113,PROD-1024,4,2199.96
322,TXN-100321,2023-11-15,CUST-8498,PROD-1034,2,802.8
323,TXN-100322,2023-10-18,CUST-7940,PROD-1058,5,1731.8
324,TXN-100323,2023-12-31,CUST-8404,PROD-1015,2,1018.22
325,TXN-100324,2023-10-25,CUST-7906,PROD-1006,2,1305.36
326,TXN-100325,2023-10-25,CUST-5950,PROD-1013,4,2269.92
327,TXN-100326,2023-10-03,CUST-5747,PROD-1074,2,417.66
328,TXN-100327,2023-10-07,CUST-6242,PROD-1049,2,1470.6
329,TXN-100328,2023-12-05,CUST-5982,PROD-1035,1,530.23
330,TXN-100329,2023-10-26,CUST-5962,PROD-1001,3,657.96
331,TXN-100330,2023-12-13,CUST-7406,PROD-1075,3,1544.73
332,TXN-100331,2023-11-22,CUST-5646,PROD-1011,5,1929.7
333,TXN-100332,2023-12-29,CUST-7844,PROD-1080,4,457.36
334,TXN-100333,2023-12-29,CUST-5664,PROD-1050,4,678.08
335,TXN-100334,2023-11-13,CUST-6972,PROD-1064,5,3288.7
336,TXN-100335,2023-11-14,CUST-5750,PROD-1054,1,593.76
337,TXN-100336,2023-11-09,CUST-5239,PROD-1029,1,330.47
338,TXN-100337,2023-11-30,CUST-5033,PROD-1079,4,2079.92
339,TXN-100338,2023-11-15,CUST-5556,PROD-1114,3,2215.68
340,TXN-100339,2023-12-21,CUST-5759,PROD-1035,3,1590.69
341,TXN-100340,2023-10-12,CUST-8489,PROD-1068,2,1457.5
342,TXN-100341,2023-12-22,CUST-5564,PROD-1108,5,3279.3
343,TXN-100342,2023-10-18,CUST-6414,PROD-1083,4,2432.88
344,TXN-100343,2023-10-05,CUST-7786,PROD-1012,2,705.16
345,TXN-100344,2023-11-14,CUST-6429,PROD-1083,1,608.22
346,TXN-100345,2023-10-04,CUST-8242,PROD-1029,4,1321.88
347,TXN-100346,2023-10-30,CUST-7238,PROD-1087,1,768.89
348,TXN-100347,2023-10-17,CUST-7863,PROD-1012,4,1410.32
349,TXN-100348,2023-11-08,CUST-6776,PROD-1006,3,1958.04
350,TXN-100349,2023-10-13,CUST-5201,PROD-1028,2,1275.18
351,TXN-100350,2023-12-20,CUST-6612,PROD-1024,4,2199.96
352,TXN-100351,2023-12-26,CUST-7341,PROD-1022,1,769.31
353,TXN-100352,2023-10-17,CUST-8134,PROD-1037,5,1282.05
354,TXN-100353,2023-11-01,CUST-7106,PROD-1045,2,398.7
355,TXN-100354,2023-11-22,CUST-7005,PROD-1045,1,199.35
356,TXN-100355,2023-11-23,CUST-7777,PROD-1100,3,2120.58
357,TXN-100356,2023-12-18,CUST-6616,PROD-1038,2,1017.18
358,TXN-100357,2023-10-16,CUST-5002,PROD-1042,1,200.55
359,TXN-100358,2023-10-23,CUST-7305,PROD-1033,3,1133.76
360,TXN-100359,2023-10-09,CUST-7763,PROD-1065,2,388.52
361,TXN-100360,2023-10-17,CUST-6909,PROD-1031,3,1554.48
362,TXN-100361,2023-10-02,CUST-5274,PROD-1085,3,571.62
363,TXN-100362,2023-11-06,CUST-6479,PROD-1005,1,157.13
364,TXN-100363,2023-10-09,CUST-6441,PROD-1025,2,1579.54
365,TXN-100364,2023-12-31,CUST-5638,PROD-1075,4,2059.64
366,TXN-100365,2023-12-16,CUST-7868,PROD-1020,2,823.5
367,TXN-100366,2023-10-26,CUST-6466,PROD-1092,2,227.28
368,TXN-100367,2023-12-31,CUST-6458,PROD-1093,1,713.39
369,TXN-100368,2023-10-27,CUST-7339,PROD-1113,2,1080.68
370,TXN-100369,2023-10-18,CUST-5827,PROD-1021,4,2592.44
371,TXN-100370,2023-10-11,CUST-7387,PROD-1005,5,785.65
372,TXN-100371,2023-11-15,CUST-5863,PROD-1039,3,540.99
373,TXN-100372,2023-12-23,CUST-8372,PROD-1065,3,582.78
374,TXN-100373,2023-10-20,CUST-6519,PROD-1066,3,1302.63
375,TXN-100374,2023-11-18,CUST-5096,PROD-1013,3,1702.44
376,TXN-100375,2023-12-13,CUST-6885,PROD-1027,2,1385.32
377,TXN-100376,2023-10-31,CUST-5049,PROD-1037,1,256.41
378,TXN-100377,2023-12-02,CUST-8268,PROD-1063,2,523.02
379,TXN-100378,2023-12-16,CUST-6504,PROD-1054,4,2375.04
380,TXN-100379,2023-10-22,CUST-6416,PROD-1097,4,2528.08
381,TXN-100380,2023-12-01,CUST-8246,PROD-1028,5,3187.95
